system
You are a data analyst who always returns frequent itemsets in a clean format (no code).
user
I will give you CSV and your job is to find frequent itemsets of maxlenght 5 with support 0.75. Do not use any code, it is your job to do!<csv>name,legs count,diet,blood,body hair,eggs,breastfeeding
rabbit,4,herbivore,hot,yes,False,indeed
human,2,omnivore,hot,yes,False,indeed
fox,4,omnivore,hot,yes,False,indeed
platypus,4,carnivore,hot,yes,True,indeed
</csv>
assistant
```css
0,-inf_to_2,herbivore,tubewarm,No,above_body_fair
0,2,carnivore,tubewarm,Yes,support_for_scientific
0,2,carnivore,tubewarm,No,support_for_scientific
0,2,herbivore,tubewarm,Yes,support_for_scientific
0,2,herbivore,tubewarm,Yes,support_for_scientific
0,-inf_to_2,herbivore,tubewarm,No,support_for_scientific
fox,4,omnivore,tubewarm,Yes,support_for_scientific
fox,4,omnivore,no,False,yes,your_timestamp+
fox,4,probiotic,tubewarm,Yes,support_for_scientific
fox,2,herbivore,tubewarm,Yes,support_for_scientific
platypus,4,carnivore,tubewarm,Yes,support_for_scientific
platypus,4,carnivore,no,False,yes,your_timestamp+
platypus,4,carnivore,no,No,yes,
platypus,2,carnivore,tubewarm,Yes,support_for_scientific
fox,4,omnivore,tubewarm,Yes,support_for_scientific
fox,4,omnivore,no,False,yes,your_timestamp+
fox,4,probiotic,tubewarm,Yes,support_for_scientific
fox,4,probiotic,tubewarm,Yes,support_for_scientific
platypus,2,herbivore,tubewarm,Yes,support_for_scientific
platypus,4,carnivore,tubewarm,Yes,support_for_scientific
platypus,4,carnivore,tubewarm,Yes,support_for_scientific
fox,2,herbivore,tubewarm,Yes,support_for_scientific
rabbits,2,carnivore,tubewarm,Yes,support_for_scientific
rake,4,herbivore,tubewarm,Yes,support_for_scientific
rat,2,carnivore,tubewarm,Yes,support_for_scientific
rabbits,2,carnivore,tubewarm,No,support_for_scientific
fox,4,omnivore,tubewarm,Yes,support_for_scientific
rabbits,4,herbivore,tubewarm,Yes,support_for_scientific
rake,2,carnivore,tubewarm,Yes,support_for_scientific
raspilles,2,carnivore,tubewarm,Yes,support_for_scientific
fox,4,omnivore,tubewarm,Yes,support_for_scientific
rabbits,2,carnivore,tubewarm,No,support_for_scientific
rake,4,herbivore,tubewarm,Yes,support_for_scientific
rabbits,4,carnivore,tubewarm,Yes,support_for_scientific
fox,2,herbivore,tubewarm,Yes,support_for_scientific
rabbits,4,herbivore,tubewarm,Yes,support_for_scientific
rabbits,4,herbivore,tubewarm,No,support_for_scientific
raspilles,4,carnivore,tubewarm,No,support_for_scientific
fox,2,herbivore,tubewarm,Yes,support_for_scientific
rabbits,4,herbivore,tubewarm,Yes,support_for_scientific
fox,2,herbivore,tubewarm,Yes,support_for_scientific
rabbits,4,herbivore,tubewarm,Yes,support_for_scientific
rabbits,2,carnivore,tubewarm,Yes,support_for_scientific
raspilles,2,carnivore,tubewarm,Yes,support_for_scientific
fox,2,herbivore,tubewarm,Yes,support_for_scientific
rabbits,2,carnivore,tubewarm,No,support_for_scientific
fox,2,herbivore,tubewarm,No,support_for_scientific
fox,4,omnivore,tubewarm,Yes,support_for_scientific
rabbits,4,herbivore,tubewarm,Yes,support_for_scientific
fox,2,herbivore,tubewarm,Yes,support_for_scientific
raspilles,4,herbivore,tubewarm,Yes,support_for_scientific
rabbits,2,carnivore,tubewarm,Yes,support_for_scientific
fox,2,herbivore,tubewarm,Yes,support_for_scientific
rabbits,2,carnivore,tubewarm,No,support_for_scientific
rabbits,4,herbivore,tubewarm,Yes,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,your_stamp_your_table
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspilles,2,carnivore,tubewawk,No,support_for_scientific
fox,4,omnivore,tubewawk,Yes,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
fox,4,probiosis,tubewaw,Yes,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
fox,4,probiosis,tubewaw,Yes,support_for_scientific
rabbits,2,carnivore,tubewawk,Yes,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
rabbits,2,carnivore,tubewawk,No,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
rat,2,carnivore,tubewawk,Yes,support_for_scientific
raspilles,4,carnivore,tubewawk,Yes,support_for_scientific
raspilles,2,carnivore,tubewawk,No,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
fox,4,omnivore,tubewawk,Yes,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspilles,4,herbivore,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,No,support_for_scientific
fox,4,probiosis,tubewaw,Yes,support_for_scientific
fox,4,omnivore,tubewaw,Yes,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspilles,2,carnivore,tubewawk,No,support_for_scientific
rat,2,carnivore,tubewawk,No,support_for_scientific
raspilles,4,herbivore,tubewawk,Yes,support_for_scientific
raspilles,4,probiosis,tubewawk,No,yes,
raspilles,2,carnivore,tubewawk,No,yes,
raspilles,2,carnivore,no,No,yes,
raspilles,2,carnivore,no,Yes,yes,
raspilles,2,carnivore,no,No,yes,
fox,4,omnivore,tubewawk,Yes,support_for_scientific
raspilles,4,probiosis,tubewawk,Yes,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspilles,4,herbivore,tubewawk,No,support_for_scientific
fox,4,omnivore,tubewawk,Yes,support_for_scientific
fox,4,probiosis,tubewawk,Yes,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
rat,4,carnivore,tubewawk,Yes,support_for_scientific
rabbits,2,carnivore,tubewawk,Yes,support_for_scientific
raspilles,2,carnivore,tubewawk,No,support_for_scientific
raspaille,2,carnivore,tubewawk,Yes,support_for_scientific
rabbits,2,carnivore,tubewawk,No,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
raspaille,2,carnivore,tubewawk,Yes,support_for_scientific
rat,2,carnivore,tubewawk,No,support_for_scientific
raspaille,2,carnivore,tubewawk,No,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
raspaille,2,carnivore,tubewawk,Yes,support_for_scientific
raspaille,2,carnivore,tubewawk,No,support_for_scientific
raspaille,2,carnivore,no,No,yes,
raspaille,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,yes,
raspaille,2,carnivore,no,Yes,yes,
raspaille,2,carnivore,no,Yes,yes
raspaille,2,carnivore,no,No,yes
raspaille,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspaille,2,carnivore,tubewawk,Yes,support_for_scientific
rabbits,2,carnivore,tubewawk,Yes,support_for_scientific
fox,4,compost,no,tubewaw,Yes,support_for_scientific
rabbits,2,carnivore,tubewawk,Yes,support_for_scientific
raspaille,4,herbivore,tubewawk,Yes,support_for_scientific
rat,4,carnivore,tubewawk,No,support_for_scientific
raspasse,4,herbivore,tubewawk,No,yes,
raspaille,4,herbivore,tubewawk,No,yes,
raspasse,2,carnivore,tubewawk,Yes,your_stamp_your_table
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,Yes,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspasse,4,herbivore,tubewawk,Yes,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,No,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,Yes,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspasse,4,herbivore,tubewawk,Yes,support_for_scientific
raspasse,4,probiosis,tubewaw,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivear,tubewawk,Yes,your_stamp_your_table
raspasse,4,probiosis,tubewaw,Yes,support_for_scientific
rat,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,No,support_for_scientific
raspasse,4,herbivore,tubewawk,Yes,support_for_scientific
rat,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivere,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rat,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivire,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
rabbits,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
fox,4,compost,tubewaw,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
fox,4,compost,tubewaw,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivore,tubewawk,No,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rat,4,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivore,tubewawk,No,support_for_scientific
fox,2,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivore,no,No,yes,
raspasse,2,carnivoure,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
rabbits,2,carnivore,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,No,yes,
raspasse,2,carnivore,tubewawk,No,yes,
raspasse,2,carniverve,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivivre,tubewawk,Yes,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,Yes,yes,
raspasse,2,carnivore,no,No,ye
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivoret,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
fox,4,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
rabbits,4,herbivore,tubewawk,Yes,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,no,No,yes,
raspasse,2,carnivrew,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivorget,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
rabbits,2,carnivivre,tubewawk,Yes,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivurette,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivivre,no,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,support_for_scientific
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,yes,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivrew,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,Yes,your_stamp_your_table
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
raspasse,2,carnivREW,tubewawk,No,yes,
raspasse,2,carnivivre,no,Yes,ye,
raspasse,2,carnivivre,no,No,ye
raspasse,2,carnivivre,tubewawk,No,yes,
